"agency_cd","site_no","dateTime","X_00010_00003","X_00010_00003_cd","X_00060_00003","X_00060_00003_cd","X_83554_00003","X_83554_00003_cd","X_99133_00003","X_99133_00003_cd","tz_cd"
"USGS",5482300,2008-03-28,NA,NA,478,"A",11.5,"A",8.9,"A","UTC"
"USGS",5482300,2008-03-29,NA,NA,458,"A",11.3,"A",9.1,"A","UTC"
"USGS",5482300,2008-03-30,NA,NA,495,"A",12.6,"A",9.35,"A","UTC"
"USGS",5482300,2008-03-31,NA,NA,665,"A",17.6,"A",9.42,"A","UTC"
"USGS",5482300,2008-04-01,NA,NA,1410,"A",42.9,"A",11.1,"A","UTC"
"USGS",5482300,2008-04-02,NA,NA,1300,"A",41.9,"A",12.1,"A","UTC"
"USGS",5482300,2008-04-03,NA,NA,1060,"A",33.3,"A",11.7,"A","UTC"
"USGS",5482300,2008-04-04,NA,NA,910,"A",28,"A",11.5,"A","UTC"
"USGS",5482300,2008-04-05,NA,NA,810,"A",24.8,"A",11.4,"A","UTC"
"USGS",5482300,2008-04-06,NA,NA,749,"A",22.9,"A",11.4,"A","UTC"
"USGS",5482300,2008-04-07,NA,NA,690,"A",21.1,"A",11.4,"A","UTC"
"USGS",5482300,2008-04-08,NA,NA,656,"A e",NA,NA,NA,NA,"UTC"
"USGS",5482300,2008-04-09,NA,NA,628,"A e",NA,NA,NA,NA,"UTC"
"USGS",5482300,2008-04-10,NA,NA,610,"A",18.5,"A",11.3,"A","UTC"
"USGS",5482300,2008-04-11,NA,NA,1390,"A",NA,NA,NA,NA,"UTC"
"USGS",5482300,2008-04-12,NA,NA,1960,"A",67.2,"A",12.7,"A","UTC"
"USGS",5482300,2008-04-13,NA,NA,1590,"A",55,"A",13,"A","UTC"
"USGS",5482300,2008-04-14,NA,NA,1310,"A",44.9,"A",12.8,"A","UTC"
"USGS",5482300,2008-04-15,NA,NA,1160,"A",39.4,"A",12.7,"A","UTC"
"USGS",5482300,2008-04-16,NA,NA,1040,"A",35.7,"A",12.8,"A","UTC"
"USGS",5482300,2008-04-17,NA,NA,920,"A",31,"A",12.6,"A","UTC"
"USGS",5482300,2008-04-18,NA,NA,890,"A",28.9,"A",12,"A","UTC"
"USGS",5482300,2008-04-19,NA,NA,1040,"A",33.7,"A",12,"A","UTC"
"USGS",5482300,2008-04-20,NA,NA,1060,"A",35,"A",12.3,"A","UTC"
"USGS",5482300,2008-04-21,NA,NA,970,"A",32.5,"A",12.5,"A","UTC"
"USGS",5482300,2008-04-22,NA,NA,875,"A",29.1,"A",12.4,"A","UTC"
"USGS",5482300,2008-04-23,NA,NA,795,"A",26.1,"A",12.2,"A","UTC"
"USGS",5482300,2008-04-24,NA,NA,750,"A",24.5,"A",12.1,"A","UTC"
"USGS",5482300,2008-04-25,NA,NA,1050,"A",33.6,"A",11.6,"A","UTC"
"USGS",5482300,2008-04-26,NA,NA,1400,"A",46.8,"A",12.4,"A","UTC"
"USGS",5482300,2008-04-27,NA,NA,1210,"A",41.7,"A",12.9,"A","UTC"
"USGS",5482300,2008-04-28,NA,NA,1030,"A",35.7,"A",12.9,"A","UTC"
"USGS",5482300,2008-04-29,NA,NA,912,"A",31.2,"A",12.7,"A","UTC"
"USGS",5482300,2008-04-30,NA,NA,844,"A",28.8,"A",12.7,"A","UTC"
"USGS",5482300,2008-05-01,NA,NA,793,"A",27.1,"A",12.7,"A","UTC"
"USGS",5482300,2008-05-02,NA,NA,746,"A",25.2,"A",12.6,"A","UTC"
"USGS",5482300,2008-05-03,NA,NA,795,"A",26.1,"A",12.1,"A","UTC"
"USGS",5482300,2008-05-04,NA,NA,956,"A",31.4,"A",12.1,"A","UTC"
"USGS",5482300,2008-05-05,NA,NA,905,"A",31.2,"A",12.8,"A","UTC"
"USGS",5482300,2008-05-06,NA,NA,851,"A",29,"A",12.6,"A","UTC"
"USGS",5482300,2008-05-07,NA,NA,1410,"A",48.2,"A",12.3,"A","UTC"
"USGS",5482300,2008-05-08,NA,NA,1630,"A",58.1,"A",13.3,"A","UTC"
"USGS",5482300,2008-05-09,NA,NA,1320,"A",47.5,"A",13.4,"A","UTC"
"USGS",5482300,2008-05-10,NA,NA,1150,"A",40.4,"A",13.1,"A","UTC"
"USGS",5482300,2008-05-11,NA,NA,1190,"A",41.3,"A",12.7,"A","UTC"
"USGS",5482300,2008-05-12,NA,NA,1370,"A",48.9,"A",13.3,"A","UTC"
"USGS",5482300,2008-05-13,NA,NA,1200,"A",43.9,"A",13.6,"A","UTC"
"USGS",5482300,2008-05-14,NA,NA,1060,"A",38.3,"A",13.5,"A","UTC"
"USGS",5482300,2008-05-15,NA,NA,945,"A",33.6,"A",13.2,"A","UTC"
"USGS",5482300,2008-05-16,NA,NA,875,"A",30.8,"A",13.1,"A","UTC"
"USGS",5482300,2008-05-17,NA,NA,813,"A",28.5,"A",13,"A","UTC"
"USGS",5482300,2008-05-18,NA,NA,764,"A",26.3,"A",12.8,"A","UTC"
"USGS",5482300,2008-05-19,NA,NA,714,"A",24.4,"A",12.7,"A","UTC"
"USGS",5482300,2008-05-20,NA,NA,650,"A",22.5,"A",12.9,"A","UTC"
"USGS",5482300,2008-05-21,NA,NA,594,"A",20.3,"A",12.7,"A","UTC"
"USGS",5482300,2008-05-22,NA,NA,562,"A",19.2,"A",12.7,"A","UTC"
"USGS",5482300,2008-05-23,NA,NA,613,"A",20.4,"A",12.3,"A","UTC"
"USGS",5482300,2008-05-24,NA,NA,674,"A",22.9,"A",12.6,"A","UTC"
"USGS",5482300,2008-05-25,NA,NA,681,"A",23.6,"A",12.8,"A","UTC"
"USGS",5482300,2008-05-26,NA,NA,662,"A",23.1,"A",13,"A","UTC"
"USGS",5482300,2008-05-27,NA,NA,603,"A",20.7,"A",12.8,"A","UTC"
"USGS",5482300,2008-05-28,NA,NA,551,"A",18.7,"A",12.6,"A","UTC"
"USGS",5482300,2008-05-29,NA,NA,759,"A",27.4,"A",12.4,"A","UTC"
"USGS",5482300,2008-05-30,NA,NA,3580,"A",149,"A",14.9,"A","UTC"
"USGS",5482300,2008-05-31,NA,NA,3580,"A",153,"A",16,"A","UTC"
"USGS",5482300,2008-06-01,NA,NA,3170,"A",134,"A",15.8,"A","UTC"
"USGS",5482300,2008-06-02,NA,NA,2630,"A",107,"A",15.3,"A","UTC"
"USGS",5482300,2008-06-03,NA,NA,2500,"A",96.6,"A",14.3,"A","UTC"
"USGS",5482300,2008-06-04,NA,NA,2500,"A",99.5,"A",14.8,"A","UTC"
"USGS",5482300,2008-06-05,NA,NA,3730,"A",129,"A",12.8,"A","UTC"
"USGS",5482300,2008-06-06,NA,NA,3980,"A",151,"A",14.2,"A","UTC"
"USGS",5482300,2008-06-07,NA,NA,2960,"A",115,"A",14.6,"A","UTC"
"USGS",5482300,2008-06-08,NA,NA,5590,"A",130,"A",9.39,"A","UTC"
"USGS",5482300,2008-06-09,NA,NA,7890,"A",178,"A",8.39,"A","UTC"
"USGS",5482300,2008-06-10,NA,NA,6470,"A",178,"A",10.2,"A","UTC"
"USGS",5482300,2008-06-11,NA,NA,5220,"A",158,"A",11.3,"A","UTC"
"USGS",5482300,2008-06-12,NA,NA,4950,"A",140,"A",10.6,"A","UTC"
"USGS",5482300,2008-06-13,NA,NA,5440,"A",129,"A",8.79,"A","UTC"
"USGS",5482300,2008-06-14,NA,NA,5200,"A",136,"A",9.71,"A","UTC"
"USGS",5482300,2008-06-15,NA,NA,4110,"A",117,"A",10.7,"A","UTC"
"USGS",5482300,2008-06-16,NA,NA,3000,"A",90.1,"A",11.2,"A","UTC"
"USGS",5482300,2008-06-17,NA,NA,2360,"A",74.1,"A",11.7,"A","UTC"
"USGS",5482300,2008-06-18,NA,NA,1980,"A",64.8,"A",12.2,"A","UTC"
"USGS",5482300,2008-06-19,NA,NA,1720,"A",58.8,"A",12.7,"A","UTC"
"USGS",5482300,2008-06-20,NA,NA,1560,"A",54.5,"A",13,"A","UTC"
"USGS",5482300,2008-06-21,NA,NA,1380,"A",49.2,"A",13.3,"A","UTC"
"USGS",5482300,2008-06-22,NA,NA,1240,"A",44.9,"A",13.5,"A","UTC"
"USGS",5482300,2008-06-23,NA,NA,1120,"A",41.4,"A",13.8,"A","UTC"
"USGS",5482300,2008-06-24,NA,NA,1020,"A",37.9,"A",13.8,"A","UTC"
"USGS",5482300,2008-06-25,NA,NA,942,"A",35.4,"A",14,"A","UTC"
"USGS",5482300,2008-06-26,NA,NA,1540,"A",45.6,"A",11.6,"A","UTC"
"USGS",5482300,2008-06-27,NA,NA,1940,"A",63.6,"A",12.4,"A","UTC"
"USGS",5482300,2008-06-28,NA,NA,1390,"A",50.7,"A",13.6,"A","UTC"
"USGS",5482300,2008-06-29,NA,NA,1130,"A",42.2,"A",13.9,"A","UTC"
"USGS",5482300,2008-06-30,NA,NA,961,"A",35.8,"A",13.9,"A","UTC"
"USGS",5482300,2008-07-01,NA,NA,844,"A",31.9,"A",14.1,"A","UTC"
"USGS",5482300,2008-07-02,NA,NA,772,"A",29.3,"A",14.1,"A","UTC"
"USGS",5482300,2008-07-03,NA,NA,693,"A",26.1,"A",14.1,"A","UTC"
"USGS",5482300,2008-07-04,NA,NA,626,"A",23.2,"A",13.8,"A","UTC"
"USGS",5482300,2008-07-05,NA,NA,583,"A",21.6,"A",13.8,"A","UTC"
"USGS",5482300,2008-07-06,NA,NA,544,"A",20.2,"A",13.8,"A","UTC"
"USGS",5482300,2008-07-07,NA,NA,1020,"A",32.6,"A",11.8,"A","UTC"
"USGS",5482300,2008-07-08,NA,NA,1760,"A",57.5,"A",12,"A","UTC"
"USGS",5482300,2008-07-09,NA,NA,1650,"A",56.2,"A",12.7,"A","UTC"
"USGS",5482300,2008-07-10,NA,NA,1270,"A",43.1,"A",12.8,"A","UTC"
"USGS",5482300,2008-07-11,NA,NA,1010,"A",34.5,"A",12.8,"A","UTC"
"USGS",5482300,2008-07-12,NA,NA,821,"A",28.3,"A",12.9,"A","UTC"
"USGS",5482300,2008-07-13,NA,NA,683,"A",23.5,"A",12.9,"A","UTC"
"USGS",5482300,2008-07-14,NA,NA,591,"A",20.6,"A",13,"A","UTC"
"USGS",5482300,2008-07-15,NA,NA,522,"A",18.3,"A",13.1,"A","UTC"
"USGS",5482300,2008-07-16,NA,NA,465,"A",16.2,"A",13,"A","UTC"
"USGS",5482300,2008-07-17,NA,NA,430,"A",14.5,"A",12.5,"A","UTC"
"USGS",5482300,2008-07-18,NA,NA,457,"A",13.8,"A",11.3,"A","UTC"
"USGS",5482300,2008-07-19,NA,NA,463,"A",14.5,"A",11.7,"A","UTC"
"USGS",5482300,2008-07-20,NA,NA,524,"A",15.3,"A",10.8,"A","UTC"
"USGS",5482300,2008-07-21,NA,NA,578,"A",17.4,"A",11.1,"A","UTC"
"USGS",5482300,2008-07-22,NA,NA,586,"A",17.7,"A",11.3,"A","UTC"
"USGS",5482300,2008-07-23,NA,NA,486,"A",15,"A",11.5,"A","UTC"
"USGS",5482300,2008-07-24,NA,NA,486,"A",14.4,"A",10.9,"A","UTC"
"USGS",5482300,2008-07-25,NA,NA,627,"A",19.6,"A",11.5,"A","UTC"
"USGS",5482300,2008-07-26,NA,NA,560,"A",18.1,"A",12.1,"A","UTC"
"USGS",5482300,2008-07-27,NA,NA,455,"A",14.8,"A",12.2,"A","UTC"
"USGS",5482300,2008-07-28,NA,NA,407,"A",13,"A",11.8,"A","UTC"
"USGS",5482300,2008-07-29,NA,NA,374,"A",11.7,"A",11.7,"A","UTC"
"USGS",5482300,2008-07-30,NA,NA,332,"A",10.2,"A",11.5,"A","UTC"
"USGS",5482300,2008-07-31,NA,NA,295,"A",8.8,"A",11.1,"A","UTC"
"USGS",5482300,2008-08-01,NA,NA,263,"A",7.61,"A",10.8,"A","UTC"
"USGS",5482300,2008-08-02,NA,NA,233,"A",6.57,"A",10.5,"A","UTC"
"USGS",5482300,2008-08-03,NA,NA,204,"A",5.64,"A",10.3,"A","UTC"
"USGS",5482300,2008-08-04,NA,NA,184,"A",4.9,"A",9.93,"A","UTC"
"USGS",5482300,2008-08-05,NA,NA,173,"A",4.47,"A",9.58,"A","UTC"
"USGS",5482300,2008-08-06,NA,NA,163,"A",4.14,"A",9.5,"A","UTC"
"USGS",5482300,2008-08-07,NA,NA,152,"A",3.63,"A",8.92,"A","UTC"
"USGS",5482300,2008-08-08,NA,NA,140,"A",3.29,"A",8.74,"A","UTC"
"USGS",5482300,2008-08-09,NA,NA,131,"A",2.88,"A",8.21,"A","UTC"
"USGS",5482300,2008-08-10,NA,NA,120,"A",2.55,"A",7.91,"A","UTC"
"USGS",5482300,2008-08-11,NA,NA,114,"A",2.09,"A",6.85,"A","UTC"
"USGS",5482300,2008-08-12,NA,NA,115,"A",1.97,"A",6.41,"A","UTC"
"USGS",5482300,2008-08-13,NA,NA,107,"A",1.78,"A",6.19,"A","UTC"
"USGS",5482300,2008-08-14,NA,NA,105,"A",1.57,"A",5.61,"A","UTC"
"USGS",5482300,2008-08-15,NA,NA,97.7,"A",1.37,"A",5.23,"A","UTC"
"USGS",5482300,2008-08-16,NA,NA,90.4,"A",1.21,"A",4.99,"A","UTC"
"USGS",5482300,2008-08-17,NA,NA,84.6,"A",NA,NA,NA,NA,"UTC"
"USGS",5482300,2008-08-18,NA,NA,80.1,"A",NA,NA,NA,NA,"UTC"
"USGS",5482300,2008-08-19,NA,NA,76.3,"A",NA,NA,NA,NA,"UTC"
"USGS",5482300,2008-08-20,NA,NA,72.8,"A",NA,NA,NA,NA,"UTC"
"USGS",5482300,2008-08-21,NA,NA,70.8,"A",NA,NA,NA,NA,"UTC"
"USGS",5482300,2008-08-22,NA,NA,69.9,"A",0.714,"A",3.74,"A","UTC"
"USGS",5482300,2008-08-23,NA,NA,67.5,"A",0.847,"A",4.65,"A","UTC"
"USGS",5482300,2008-08-24,NA,NA,64,"A",0.863,"A",5,"A","UTC"
"USGS",5482300,2008-08-25,NA,NA,60.1,"A",0.801,"A",4.96,"A","UTC"
"USGS",5482300,2008-08-26,NA,NA,57.9,"A",0.752,"A",4.85,"A","UTC"
"USGS",5482300,2008-08-27,NA,NA,70.5,"A",0.789,"A",4.16,"A","UTC"
"USGS",5482300,2008-08-28,NA,NA,84,"A",0.811,"A",3.58,"A","UTC"
"USGS",5482300,2008-08-29,NA,NA,72,"A",0.874,"A",4.49,"A","UTC"
"USGS",5482300,2008-08-30,NA,NA,63.7,"A",0.761,"A",4.48,"A","UTC"
"USGS",5482300,2008-08-31,NA,NA,56.9,"A",0.591,"A",3.91,"A","UTC"
"USGS",5482300,2008-09-01,NA,NA,53.6,"A",0.478,"A",3.3,"A","UTC"
"USGS",5482300,2008-09-02,NA,NA,54.1,"A",0.511,"A",3.5,"A","UTC"
"USGS",5482300,2008-09-03,NA,NA,53.7,"A",0.508,"A",3.51,"A","UTC"
"USGS",5482300,2008-09-04,NA,NA,55,"A",0.573,"A",3.83,"A","UTC"
"USGS",5482300,2008-09-05,NA,NA,53.9,"A",0.646,"A",4.41,"A","UTC"
"USGS",5482300,2008-09-06,NA,NA,53.1,"A",0.695,"A",4.88,"A","UTC"
"USGS",5482300,2008-09-07,NA,NA,50.3,"A",0.663,"A",4.85,"A","UTC"
"USGS",5482300,2008-09-08,NA,NA,55,"A",0.789,"A",5.3,"A","UTC"
"USGS",5482300,2008-09-09,NA,NA,56.4,"A",0.826,"A",5.44,"A","UTC"
"USGS",5482300,2008-09-10,NA,NA,55,"A",0.806,"A",5.44,"A","UTC"
"USGS",5482300,2008-09-11,NA,NA,57.3,"A",0.838,"A",5.41,"A","UTC"
"USGS",5482300,2008-09-12,NA,NA,55.6,"A",0.815,"A",5.44,"A","UTC"
"USGS",5482300,2008-09-13,NA,NA,55.7,"A",0.877,"A",5.83,"A","UTC"
"USGS",5482300,2008-09-14,NA,NA,51.8,"A",0.864,"A",6.18,"A","UTC"
"USGS",5482300,2008-09-15,NA,NA,48.7,"A",0.8,"A",6.12,"A","UTC"
"USGS",5482300,2008-09-16,NA,NA,45.4,"A",0.757,"A",6.19,"A","UTC"
"USGS",5482300,2008-09-17,NA,NA,42.5,"A",0.736,"A",6.45,"A","UTC"
"USGS",5482300,2008-09-18,NA,NA,41.5,"A",NA,NA,NA,NA,"UTC"
"USGS",5482300,2008-09-19,NA,NA,40.2,"A",NA,NA,NA,NA,"UTC"
"USGS",5482300,2008-09-20,NA,NA,39.4,"A",NA,NA,NA,NA,"UTC"
"USGS",5482300,2008-09-21,NA,NA,38.8,"A",NA,NA,NA,NA,"UTC"
"USGS",5482300,2008-09-22,NA,NA,42.4,"A",NA,NA,NA,NA,"UTC"
"USGS",5482300,2008-09-23,NA,NA,44.5,"A",0.884,"A",7.38,"A","UTC"
"USGS",5482300,2008-09-24,NA,NA,42.8,"A",0.9,"A",7.84,"A","UTC"
"USGS",5482300,2008-09-25,NA,NA,42,"A",0.806,"A",7.08,"A","UTC"
"USGS",5482300,2008-09-26,NA,NA,41.1,"A",0.922,"A",8.27,"A","UTC"
"USGS",5482300,2008-09-27,NA,NA,39.5,"A",1.06,"A",9.95,"A","UTC"
"USGS",5482300,2008-09-28,NA,NA,39,"A",0.999,"A",9.48,"A","UTC"
"USGS",5482300,2008-09-29,NA,NA,56.8,"A",1.26,"A",8.1,"A","UTC"
"USGS",5482300,2008-09-30,NA,NA,69.4,"A",1.71,"A",8.95,"A","UTC"
"USGS",5482300,2008-10-01,NA,NA,61.9,"A",1.84,"A",11.2,"A","UTC"
"USGS",5482300,2008-10-02,NA,NA,48.9,"A",0.951,"A",7.44,"A","UTC"
"USGS",5482300,2008-10-03,NA,NA,45,"A",0.764,"A",6.22,"A","UTC"
"USGS",5482300,2008-10-04,NA,NA,42.6,"A",1.05,"A",9.06,"A","UTC"
"USGS",5482300,2008-10-05,NA,NA,41.8,"A",1.24,"A",11,"A","UTC"
"USGS",5482300,2008-10-06,NA,NA,42.2,"A",1.36,"A",11.9,"A","UTC"
"USGS",5482300,2008-10-07,NA,NA,49.9,"A",1.55,"A",11.5,"A","UTC"
"USGS",5482300,2008-10-08,NA,NA,49.8,"A",1.41,"A",10.5,"A","UTC"
"USGS",5482300,2008-10-09,NA,NA,52,"A",1.51,"A",10.6,"A","UTC"
"USGS",5482300,2008-10-10,NA,NA,47.8,"A",1.77,"A",13.8,"A","UTC"
"USGS",5482300,2008-10-11,NA,NA,43.8,"A",1.3,"A",11.3,"A","UTC"
"USGS",5482300,2008-10-12,NA,NA,43.3,"A",1.03,"A",8.8,"A","UTC"
"USGS",5482300,2008-10-13,NA,NA,46.1,"A",1.22,"A",9.81,"A","UTC"
"USGS",5482300,2008-10-14,NA,NA,50.1,"A",1.33,"A",9.77,"A","UTC"
"USGS",5482300,2008-10-15,NA,NA,63,"A",1.68,"A",9.9,"A","UTC"
"USGS",5482300,2008-10-16,NA,NA,61.2,"A",1.74,"A",10.5,"A","UTC"
"USGS",5482300,2008-10-17,NA,NA,58.2,"A",1.63,"A",10.5,"A","UTC"
"USGS",5482300,2008-10-18,NA,NA,55.5,"A",1.36,"A",9.05,"A","UTC"
"USGS",5482300,2008-10-19,NA,NA,56.2,"A",1.17,"A",7.82,"A","UTC"
"USGS",5482300,2008-10-20,NA,NA,55.5,"A",1.05,"A",7,"A","UTC"
"USGS",5482300,2008-10-21,NA,NA,53.1,"A",1.28,"A",8.82,"A","UTC"
"USGS",5482300,2008-10-22,NA,NA,95.4,"A",2.03,"A",8.25,"A","UTC"
"USGS",5482300,2008-10-23,NA,NA,257,"A",6.68,"A",8.78,"A","UTC"
"USGS",5482300,2008-10-24,NA,NA,452,"A",9.64,"A",7.91,"A","UTC"
"USGS",5482300,2008-10-25,NA,NA,388,"A",10.5,"A",10.1,"A","UTC"
"USGS",5482300,2008-10-26,NA,NA,311,"A",9.43,"A",11.3,"A","UTC"
"USGS",5482300,2008-10-27,NA,NA,250,"A",7.84,"A",11.7,"A","UTC"
"USGS",5482300,2008-10-28,NA,NA,212,"A",6.84,"A",12,"A","UTC"
"USGS",5482300,2008-10-29,NA,NA,196,"A",6.3,"A",11.9,"A","UTC"
"USGS",5482300,2008-10-30,NA,NA,184,"A",6.06,"A",12.3,"A","UTC"
"USGS",5482300,2008-10-31,NA,NA,168,"A",5.46,"A",12.1,"A","UTC"
"USGS",5482300,2008-11-01,NA,NA,154,"A",4.96,"A",12,"A","UTC"
"USGS",5482300,2008-11-02,NA,NA,146,"A",4.61,"A",11.8,"A","UTC"
"USGS",5482300,2008-11-03,NA,NA,142,"A",4.38,"A",11.4,"A","UTC"
"USGS",5482300,2008-11-04,NA,NA,138,"A",4.15,"A",11.2,"A","UTC"
"USGS",5482300,2008-11-05,NA,NA,134,"A",4.03,"A",11.1,"A","UTC"
"USGS",5482300,2008-11-06,NA,NA,143,"A",4.05,"A",10.5,"A","UTC"
"USGS",5482300,2008-11-07,NA,NA,141,"A",3.94,"A",10.3,"A","UTC"
"USGS",5482300,2008-11-08,NA,NA,140,"A",4.02,"A",10.7,"A","UTC"
"USGS",5482300,2008-11-09,NA,NA,137,"A",4.06,"A",11,"A","UTC"
"USGS",5482300,2008-11-10,NA,NA,135,"A",4.15,"A",11.4,"A","UTC"
"USGS",5482300,2008-11-11,NA,NA,148,"A",4.44,"A",11.1,"A","UTC"
"USGS",5482300,2008-11-12,NA,NA,218,"A",6.29,"A",10.7,"A","UTC"
"USGS",5482300,2008-11-13,NA,NA,301,"A",9.35,"A",11.5,"A","UTC"
"USGS",5482300,2008-11-14,NA,NA,335,"A",10.4,"A",11.5,"A","UTC"
"USGS",5482300,2008-11-15,NA,NA,354,"A",11.3,"A",11.9,"A","UTC"
"USGS",5482300,2008-11-16,NA,NA,362,"A",12.1,"A",12.4,"A","UTC"
"USGS",5482300,2008-11-17,NA,NA,331,"A",11.3,"A",12.7,"A","UTC"
"USGS",5482300,2008-11-18,NA,NA,287,"A",9.94,"A",12.9,"A","UTC"
"USGS",5482300,2008-11-19,NA,NA,281,"A",NA,NA,NA,NA,"UTC"
"USGS",5482300,2008-11-20,NA,NA,258,"A",NA,NA,NA,NA,"UTC"
"USGS",5482300,2008-11-21,NA,NA,191,"A",NA,NA,NA,NA,"UTC"
"USGS",5482300,2008-11-22,NA,NA,235,"A",NA,NA,NA,NA,"UTC"
"USGS",5482300,2008-11-23,NA,NA,268,"A",NA,NA,NA,NA,"UTC"
"USGS",5482300,2008-11-24,NA,NA,234,"A",NA,NA,NA,NA,"UTC"
"USGS",5482300,2008-11-25,NA,NA,204,"A",NA,NA,NA,NA,"UTC"
"USGS",5482300,2008-11-26,NA,NA,196,"A",NA,NA,NA,NA,"UTC"
"USGS",5482300,2008-11-27,NA,NA,180,"A",NA,NA,NA,NA,"UTC"
"USGS",5482300,2008-11-28,NA,NA,168,"A",NA,NA,NA,NA,"UTC"
"USGS",5482300,2008-11-29,NA,NA,165,"A",NA,NA,NA,NA,"UTC"
"USGS",5482300,2008-11-30,NA,NA,173,"A",NA,NA,NA,NA,"UTC"
"USGS",5482300,2008-12-01,NA,NA,153,"A",NA,NA,NA,NA,"UTC"
"USGS",5482300,2008-12-02,NA,NA,131,"A",NA,NA,NA,NA,"UTC"
"USGS",5482300,2008-12-03,NA,NA,164,"A e",NA,NA,NA,NA,"UTC"
"USGS",5482300,2008-12-04,NA,NA,118,"A e",NA,NA,NA,NA,"UTC"
"USGS",5482300,2008-12-05,NA,NA,112,"A e",NA,NA,NA,NA,"UTC"
"USGS",5482300,2008-12-06,NA,NA,148,"A e",NA,NA,NA,NA,"UTC"
"USGS",5482300,2008-12-07,NA,NA,142,"A e",NA,NA,NA,NA,"UTC"
"USGS",5482300,2008-12-08,NA,NA,153,"A e",NA,NA,NA,NA,"UTC"
"USGS",5482300,2008-12-09,NA,NA,127,"A e",NA,NA,NA,NA,"UTC"
"USGS",5482300,2008-12-10,NA,NA,121,"A e",NA,NA,NA,NA,"UTC"
"USGS",5482300,2008-12-11,NA,NA,152,"A e",NA,NA,NA,NA,"UTC"
"USGS",5482300,2008-12-12,NA,NA,182,"A e",NA,NA,NA,NA,"UTC"
"USGS",5482300,2008-12-13,NA,NA,176,"A e",NA,NA,NA,NA,"UTC"
"USGS",5482300,2008-12-14,NA,NA,208,"A e",NA,NA,NA,NA,"UTC"
"USGS",5482300,2008-12-15,NA,NA,159,"A e",NA,NA,NA,NA,"UTC"
"USGS",5482300,2008-12-16,NA,NA,101,"A e",NA,NA,NA,NA,"UTC"
"USGS",5482300,2008-12-17,NA,NA,140,"A e",NA,NA,NA,NA,"UTC"
"USGS",5482300,2008-12-18,NA,NA,163,"A e",NA,NA,NA,NA,"UTC"
"USGS",5482300,2008-12-19,NA,NA,193,"A e",NA,NA,NA,NA,"UTC"
"USGS",5482300,2008-12-20,NA,NA,185,"A e",NA,NA,NA,NA,"UTC"
"USGS",5482300,2008-12-21,NA,NA,156,"A e",NA,NA,NA,NA,"UTC"
"USGS",5482300,2008-12-22,NA,NA,107,"A e",NA,NA,NA,NA,"UTC"
"USGS",5482300,2008-12-23,NA,NA,159,"A e",NA,NA,NA,NA,"UTC"
"USGS",5482300,2008-12-24,NA,NA,153,"A e",NA,NA,NA,NA,"UTC"
"USGS",5482300,2008-12-25,NA,NA,178,"A e",NA,NA,NA,NA,"UTC"
"USGS",5482300,2008-12-26,NA,NA,205,"A e",NA,NA,NA,NA,"UTC"
"USGS",5482300,2008-12-27,NA,NA,249,"A e",NA,NA,NA,NA,"UTC"
"USGS",5482300,2008-12-28,NA,NA,262,"A e",NA,NA,NA,NA,"UTC"
"USGS",5482300,2008-12-29,NA,NA,243,"A e",NA,NA,NA,NA,"UTC"
"USGS",5482300,2008-12-30,NA,NA,227,"A e",NA,NA,NA,NA,"UTC"
"USGS",5482300,2008-12-31,NA,NA,183,"A e",NA,NA,NA,NA,"UTC"
"USGS",5482300,2009-01-01,NA,NA,216,"A e",NA,NA,NA,NA,"UTC"
"USGS",5482300,2009-01-02,NA,NA,194,"A e",NA,NA,NA,NA,"UTC"
"USGS",5482300,2009-01-03,NA,NA,159,"A e",NA,NA,NA,NA,"UTC"
"USGS",5482300,2009-01-04,NA,NA,101,"A e",NA,NA,NA,NA,"UTC"
"USGS",5482300,2009-01-05,NA,NA,119,"A e",NA,NA,NA,NA,"UTC"
"USGS",5482300,2009-01-06,NA,NA,124,"A e",NA,NA,NA,NA,"UTC"
"USGS",5482300,2009-01-07,NA,NA,113,"A e",NA,NA,NA,NA,"UTC"
"USGS",5482300,2009-01-08,NA,NA,96.8,"A e",NA,NA,NA,NA,"UTC"
"USGS",5482300,2009-01-09,NA,NA,106,"A e",NA,NA,NA,NA,"UTC"
"USGS",5482300,2009-01-10,NA,NA,100,"A e",NA,NA,NA,NA,"UTC"
"USGS",5482300,2009-01-11,NA,NA,107,"A e",NA,NA,NA,NA,"UTC"
"USGS",5482300,2009-01-12,NA,NA,98.6,"A e",NA,NA,NA,NA,"UTC"
"USGS",5482300,2009-01-13,NA,NA,76.5,"A e",NA,NA,NA,NA,"UTC"
"USGS",5482300,2009-01-14,NA,NA,60.5,"A e",NA,NA,NA,NA,"UTC"
"USGS",5482300,2009-01-15,NA,NA,49.4,"A e",NA,NA,NA,NA,"UTC"
"USGS",5482300,2009-01-16,NA,NA,59,"A e",NA,NA,NA,NA,"UTC"
"USGS",5482300,2009-01-17,NA,NA,79.4,"A e",NA,NA,NA,NA,"UTC"
"USGS",5482300,2009-01-18,NA,NA,94.8,"A e",NA,NA,NA,NA,"UTC"
"USGS",5482300,2009-01-19,NA,NA,85.1,"A e",NA,NA,NA,NA,"UTC"
"USGS",5482300,2009-01-20,NA,NA,76.7,"A e",NA,NA,NA,NA,"UTC"
"USGS",5482300,2009-01-21,NA,NA,86,"A e",NA,NA,NA,NA,"UTC"
